Artist_ID,Objects_1_ID,Disp_Access_No,Alt_Title,Dedication,Disp_Dimen,Disp_Title,Department,Disp_Medium,Disp_Obj_Type,Disp_Create_DT,_Disp_Start_Dat,_Disp_End_Date
1725,7634,2012.272,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7635,2012.273,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7636,2012.274,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7637,2012.275,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7638,2012.276,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7639,2012.277,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7640,2012.278,,Gift of the Alex Katz Foundation,11 in. x 14 in. (27.94 cm x 35.56 cm),The Frequency ,Permanent Collection,Chromogenic Prints on paper,Photograph,2005-2007,2005,2007
1725,7641,2012.098,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7642,2012.099,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7643,2012.100,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7644,2012.101,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7645,2012.102,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7646,2012.103,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7647,2012.104,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7648,2012.105,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7649,2012.106,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7650,2012.107,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7651,2012.108,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7652,2012.109,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7653,2012.110,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7654,2012.111,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7655,2012.112,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7656,2012.113,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7657,2012.114,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7658,2012.115,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7659,2012.116,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7660,2012.117,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7661,2012.118,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7662,2012.119,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7663,2012.120,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7664,2012.121,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7665,2012.122,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7666,2012.123,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7667,2012.124,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7668,2012.125,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7669,2012.126,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7670,2012.127,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7671,2012.128,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7672,2012.129,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7673,2012.130,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7674,2012.131,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7675,2012.132,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7676,2012.133,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7677,2012.134,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7678,2012.135,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7679,2012.136,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7680,2012.137,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7681,2012.138,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7682,2012.139,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7683,2012.140,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7684,2012.141,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7685,2012.142,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7686,2012.143,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7687,2012.144,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7688,2012.145,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7689,2012.146,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7690,2012.147,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7691,2012.148,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7692,2012.149,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7693,2012.150,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7694,2012.151,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7695,2012.152,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7696,2012.153,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7697,2012.154,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7698,2012.155,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7699,2012.156,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7700,2012.157,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7701,2012.158,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7702,2012.159,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7703,2012.160,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7704,2012.161,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7705,2012.162,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7706,2012.163,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7707,2012.164,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7708,2012.165,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7709,2012.166,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7710,2012.167,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7711,2012.168,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7712,2012.169,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7713,2012.170,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7714,2012.171,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7715,2012.172,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7716,2012.173,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7717,2012.174,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7718,2012.175,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7719,2012.176,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7720,2012.177,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7721,2012.178,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7722,2012.179,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7723,2012.180,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7724,2012.181,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7725,2012.182,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7726,2012.183,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7727,2012.184,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7728,2012.185,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7729,2012.186,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7730,2012.187,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7731,2012.188,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7732,2012.189,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7733,2012.190,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7734,2012.191,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7735,2012.192,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7736,2012.193,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7737,2012.194,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7738,2012.195,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7739,2012.196,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7740,2012.197,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7741,2012.198,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7742,2012.199,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7743,2012.200,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7744,2012.201,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7745,2012.202,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7746,2012.203,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7747,2012.204,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7748,2012.205,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7749,2012.206,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7750,2012.207,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7751,2012.208,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7752,2012.209,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7753,2012.210,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7754,2012.211,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7755,2012.212,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7756,2012.213,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7757,2012.214,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7758,2012.215,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7759,2012.216,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7760,2012.217,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7761,2012.218,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7762,2012.219,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7763,2012.220,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7764,2012.221,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7765,2012.222,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7766,2012.223,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7767,2012.224,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7768,2012.225,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7769,2012.226,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
1725,7770,2012.227,,Gift of the Alex Katz Foundation,6 in. x 4 in. (15.24 cm x 10.16 cm),The Frequency,Permanent Collection,ink jet prints (edition 2 of 3),Photograph,2005-2011,2005,2011
